Customer ID,Recency,Frequency,Monetary,AvgBasket,Country,FirstPurchase,LastPurchase,Churned,TenureDays,ReturnCount
12346.0,326,17,-64.67999999999302,-1.3474999999998545,United Kingdom,2009-12-14 08:34:00,2011-01-18 10:17:00,1,400,5.0
12347.0,2,8,5633.32,22.26608695652174,Iceland,2010-10-31 14:20:00,2011-12-07 15:52:00,0,402,0.0
12348.0,75,5,2019.4,39.596078431372554,Finland,2010-09-27 14:59:00,2011-09-25 13:13:00,0,362,0.0
12349.0,19,5,4404.54,24.469666666666665,Italy,2009-12-04 12:49:00,2011-11-21 09:51:00,0,716,1.0
12350.0,310,1,334.4,19.670588235294115,Norway,2011-02-02 16:01:00,2011-02-02 16:01:00,1,0,0.0
12351.0,375,1,300.93,14.33,Unspecified,2010-11-29 15:23:00,2010-11-29 15:23:00,1,0,0.0
12352.0,36,13,1889.21,16.71867256637168,Norway,2010-11-12 10:20:00,2011-11-03 14:37:00,0,356,3.0
12353.0,204,2,406.76,16.948333333333334,Bahrain,2010-10-27 12:44:00,2011-05-19 17:47:00,1,204,0.0
12354.0,232,1,1079.4,18.610344827586207,Spain,2011-04-21 13:11:00,2011-04-21 13:11:00,1,0,0.0
12355.0,214,2,947.61,27.074571428571428,Bahrain,2010-05-21 11:59:00,2011-05-09 13:49:00,1,353,0.0
12356.0,23,6,6373.68,44.57118881118881,Portugal,2010-10-11 09:42:00,2011-11-17 08:40:00,0,401,0.0
12357.0,33,3,18287.66,61.78263513513514,Switzerland,2010-11-16 10:05:00,2011-11-06 16:07:00,0,355,0.0
12358.0,2,5,3887.07,50.48142857142857,Austria,2009-12-08 07:59:00,2011-12-08 10:26:00,0,730,0.0
12359.0,8,14,8714.89,23.239706666666667,Cyprus,2009-12-05 13:32:00,2011-12-02 11:21:00,0,726,4.0
12360.0,52,9,4212.89,19.325183486238533,Austria,2010-02-22 09:32:00,2011-10-18 15:22:00,0,603,1.0
12361.0,287,4,511.25,17.629310344827587,Belgium,2010-01-26 14:37:00,2011-02-25 13:51:00,1,394,0.0
12362.0,3,14,5284.58,19.216654545454546,Belgium,2009-12-01 10:10:00,2011-12-06 15:40:00,0,735,3.0
12363.0,110,2,552.0,24.0,Unspecified,2011-04-11 13:29:00,2011-08-22 10:18:00,1,132,0.0
12364.0,8,4,1313.1,15.448235294117646,Belgium,2011-08-19 15:24:00,2011-12-02 10:22:00,0,104,0.0
12365.0,291,3,320.69,13.94304347826087,Cyprus,2011-02-21 13:51:00,2011-02-21 14:04:00,1,0,1.0
12366.0,634,1,500.24,166.74666666666667,Cyprus,2010-03-16 10:28:00,2010-03-16 10:28:00,1,0,0.0
12367.0,4,1,168.9,15.354545454545455,Denmark,2011-12-05 16:48:00,2011-12-05 16:48:00,0,0,0.0
12368.0,628,1,917.6999999999999,50.98333333333333,Cyprus,2010-03-21 15:56:00,2010-03-21 15:56:00,1,0,0.0
12369.0,413,3,1791.15,19.25967741935484,Austria,2010-03-08 08:09:00,2010-10-22 13:13:00,1,228,0.0
12370.0,51,7,4320.31,21.387673267326736,Austria,2010-02-09 09:41:00,2011-10-19 14:51:00,0,617,0.0
12371.0,45,5,4067.38,24.35556886227545,Switzerland,2010-03-04 18:23:00,2011-10-26 10:16:00,0,600,0.0
12372.0,72,3,1298.04,24.962307692307693,Denmark,2011-02-16 12:46:00,2011-09-29 12:12:00,0,224,0.0
12373.0,311,3,1127.65,22.110784313725492,Austria,2010-02-04 12:08:00,2011-02-01 13:10:00,1,362,0.0
12374.0,25,4,2989.2200000000003,36.01469879518073,Austria,2010-04-30 14:01:00,2011-11-14 15:37:00,0,563,0.0
12375.0,3,3,455.42,25.301111111111112,Finland,2011-09-02 14:23:00,2011-12-07 11:27:00,0,95,1.0
12376.0,390,2,503.15,38.70384615384615,Switzerland,2010-10-18 08:42:00,2010-11-15 12:15:00,1,28,0.0
12377.0,315,4,3426.32,22.54157894736842,Switzerland,2010-04-29 15:34:00,2011-01-28 15:45:00,1,274,0.0
12378.0,130,2,5416.32,17.994418604651162,Switzerland,2010-05-26 14:07:00,2011-08-02 10:34:00,1,432,0.0
12379.0,82,5,1618.27,19.735,Belgium,2010-06-23 12:49:00,2011-09-19 10:09:00,0,452,1.0
12380.0,22,15,7888.0,27.872791519434628,Belgium,2010-02-15 12:05:00,2011-11-18 11:27:00,0,640,4.0
12381.0,5,6,1803.96,19.823736263736265,Norway,2011-08-12 09:57:00,2011-12-05 12:44:00,0,115,1.0
12382.0,682,1,-18.38,-18.38,Netherlands,2010-01-26 16:25:00,2010-01-26 16:25:00,1,0,1.0
12383.0,185,6,1839.31,18.3931,Belgium,2010-12-22 14:28:00,2011-06-08 08:02:00,1,167,1.0
12384.0,29,3,566.16,18.872,Switzerland,2011-08-10 11:23:00,2011-11-11 08:39:00,0,92,1.0
12385.0,379,2,1923.4,29.142424242424244,Belgium,2010-11-25 15:14:00,2010-11-25 15:19:00,1,0,1.0
12386.0,338,2,660.8,36.71111111111111,Australia,2010-12-08 09:53:00,2011-01-06 12:37:00,1,29,0.0
12387.0,415,1,143.94,15.993333333333332,Australia,2010-10-20 16:27:00,2010-10-20 16:27:00,1,0,0.0
12388.0,16,8,3901.11,26.719931506849317,Australia,2010-05-06 12:54:00,2011-11-24 12:30:00,0,566,0.0
12389.0,403,3,1433.33,29.251632653061222,Australia,2010-02-22 10:15:00,2010-11-02 11:52:00,1,253,0.0
12390.0,80,1,549.84,17.1825,Belgium,2011-09-21 09:33:00,2011-09-21 09:33:00,0,0,0.0
12391.0,22,7,2747.82,9.574285714285715,Cyprus,2010-02-15 10:12:00,2011-11-18 12:07:00,0,641,1.0
12392.0,591,1,234.75000000000003,33.53571428571429,Australia,2010-04-27 14:04:00,2010-04-27 14:04:00,1,0,0.0
12393.0,72,7,2376.75,21.220982142857142,Australia,2010-10-07 13:49:00,2011-09-28 15:41:00,0,356,1.0
12394.0,64,2,1272.48,47.12888888888889,Belgium,2011-05-06 14:01:00,2011-10-07 08:08:00,0,153,0.0
12395.0,16,18,5046.92,19.637821011673154,Belgium,2010-04-16 10:16:00,2011-11-24 12:20:00,0,587,3.0
12396.0,674,1,931.43,14.329692307692307,RSA,2010-02-03 13:22:00,2010-02-03 13:22:00,1,0,0.0
12397.0,36,2,2409.9,19.126190476190477,Belgium,2011-07-27 14:21:00,2011-11-04 09:52:00,0,99,0.0
12398.0,46,1,1635.6599999999999,19.24305882352941,Switzerland,2011-10-25 10:27:00,2011-10-25 10:27:00,0,0,0.0
12399.0,119,7,1962.3,17.83909090909091,Belgium,2010-03-05 08:45:00,2011-08-12 13:15:00,1,525,0.0
12400.0,414,1,205.25,18.65909090909091,Australia,2010-10-21 13:45:00,2010-10-21 13:45:00,1,0,0.0
12401.0,303,1,84.3,16.86,Belgium,2011-02-09 13:50:00,2011-02-09 13:50:00,1,0,0.0
12402.0,323,7,1244.15,17.52323943661972,Belgium,2010-02-07 12:41:00,2011-01-20 13:49:00,1,347,1.0
12403.0,50,3,1001.36,100.136,Denmark,2010-07-06 11:39:00,2011-10-21 11:00:00,0,471,1.0
12404.0,682,1,63.24,63.24,Finland,2010-01-26 16:25:00,2010-01-26 16:25:00,1,0,0.0
12405.0,149,1,1710.39,31.67388888888889,Finland,2011-07-14 08:52:00,2011-07-14 08:52:00,1,0,0.0
12406.0,22,7,6072.21,35.71888235294118,Denmark,2010-01-11 14:04:00,2011-11-17 19:22:00,0,675,2.0
12407.0,50,5,1708.1200000000001,22.183376623376624,Belgium,2011-03-20 13:21:00,2011-10-21 10:11:00,0,214,0.0
12408.0,33,14,4279.64,25.174352941176473,Belgium,2010-07-29 13:27:00,2011-11-07 12:30:00,0,465,6.0
12409.0,79,13,23090.47,84.89143382352941,Switzerland,2010-05-23 15:21:00,2011-09-22 10:38:00,0,486,6.0
12410.0,301,4,1001.46,23.844285714285714,Switzerland,2010-07-25 13:26:00,2011-02-11 15:47:00,1,201,1.0
12411.0,410,1,346.9,15.768181818181818,Australia,2010-10-26 09:25:00,2010-10-26 09:25:00,1,0,0.0
12412.0,75,8,2581.03,19.702519083969467,Denmark,2010-06-18 13:22:00,2011-09-26 10:16:00,0,464,2.0
12413.0,67,6,935.5,17.650943396226417,Spain,2010-11-02 13:26:00,2011-10-04 09:00:00,0,335,2.0
12414.0,217,8,692.41,18.713783783783782,Austria,2010-09-02 12:22:00,2011-05-06 14:51:00,1,246,2.0
12415.0,24,33,143269.29,144.71645454545455,Australia,2010-06-30 08:30:00,2011-11-15 14:22:00,0,503,5.0
12416.0,657,1,202.56,18.414545454545454,Australia,2010-02-21 10:19:00,2010-02-21 10:19:00,1,0,0.0
12417.0,3,27,6708.21,17.60685039370079,Belgium,2009-12-06 10:30:00,2011-12-06 14:52:00,0,730,7.0
12418.0,113,5,2016.95,19.582038834951458,Switzerland,2010-03-19 14:47:00,2011-08-19 11:08:00,1,517,1.0
12419.0,386,2,503.01,20.1204,Spain,2010-10-22 10:40:00,2010-11-19 10:04:00,1,27,0.0
12420.0,64,1,600.39,20.70310344827586,Cyprus,2011-10-07 08:55:00,2011-10-07 08:55:00,0,0,0.0
12421.0,16,8,1092.83,16.31089552238806,Spain,2010-07-22 13:57:00,2011-11-24 09:07:00,0,489,2.0
12422.0,96,21,4119.35,23.405397727272728,Australia,2009-12-18 12:44:00,2011-09-05 09:48:00,1,625,4.0
12423.0,1,11,2612.19,15.736084337349398,Denmark,2010-08-31 09:31:00,2011-12-09 10:10:00,0,465,1.0
12424.0,163,7,3289.78,33.91525773195877,Australia,2009-12-07 14:43:00,2011-06-30 12:06:00,1,569,3.0
12425.0,78,3,1680.81,17.692736842105262,Portugal,2010-09-17 14:10:00,2011-09-22 17:31:00,0,370,1.0
12426.0,195,3,1311.41,15.992804878048782,Germany,2010-02-15 08:41:00,2011-05-29 12:26:00,1,468,1.0
12427.0,12,5,1011.87,22.486,Germany,2010-12-03 10:44:00,2011-11-28 10:48:00,0,360,2.0
12428.0,26,12,7877.2,26.25733333333333,Finland,2011-03-01 09:33:00,2011-11-14 08:22:00,0,257,3.0
12429.0,9,9,7435.51,42.73281609195402,Denmark,2010-06-11 13:28:00,2011-11-30 17:22:00,0,537,1.0
